Dose strength,Rain,Rain_Above_3,mean_12,Above_15_percent_mean_12h,Above_5_percent_mean_12h,slide_dose
0.0911,0.0,False,0.089575,False,False,False
0.092,0.0,False,0.089575,False,False,False
0.0883,0.0,False,0.089575,False,False,False
0.0902,0.0,False,0.089575,False,False,False
0.0896,0.0,False,0.08851666666666667,False,False,False
0.0895,0.0,False,0.08851666666666667,False,False,False
0.0897,0.0,False,0.08851666666666667,False,False,False
0.0857,0.0,False,0.08851666666666667,False,False,False
0.0901,0.0,False,0.08851666666666667,False,False,False
0.0899,0.0,False,0.08851666666666667,False,False,False
0.087,0.0,False,0.08851666666666667,False,False,False
0.0911,0.0,False,0.08851666666666667,False,False,False
0.0865,0.0,False,0.08851666666666667,False,False,False
0.0889,0.0,False,0.08851666666666667,False,False,False
0.0856,0.0,False,0.08851666666666667,False,False,False
0.0886,0.0,False,0.08851666666666667,False,False,False
0.0918,0.0,False,0.08915000000000001,False,False,False
0.0883,0.0,False,0.08915000000000001,False,False,False
0.0911,0.0,False,0.08915000000000001,False,False,False
0.0896,0.0,False,0.08915000000000001,False,False,False
0.0885,0.0,False,0.08915000000000001,False,False,False
0.0906,0.0,False,0.08915000000000001,False,False,False
0.0878,0.0,False,0.08915000000000001,False,False,False
0.091,0.0,False,0.08915000000000001,False,False,False
0.0844,0.0,False,0.08915000000000001,False,False,False
0.0875,0.0,False,0.08915000000000001,False,False,False
0.0925,0.0,False,0.08915000000000001,False,False,False
0.0867,0.0,False,0.08915000000000001,False,False,False
0.0886,0.0,False,0.08966666666666667,False,False,False
0.0868,0.0,False,0.08966666666666667,False,False,False
0.0916,0.0,False,0.08966666666666667,False,False,False
0.0889,0.0,False,0.08966666666666667,False,False,False
0.0896,0.0,False,0.08966666666666667,False,False,False
0.0898,0.0,False,0.08966666666666667,False,False,False
0.0906,0.0,False,0.08966666666666667,False,False,False
0.0907,0.0,False,0.08966666666666667,False,False,False
0.088,0.0,False,0.08966666666666667,False,False,False
0.0909,0.0,False,0.08966666666666667,False,False,False
0.0901,0.0,False,0.08966666666666667,False,False,False
0.0904,0.0,False,0.08966666666666667,False,False,False
0.0882,0.0,False,0.09261666666666667,False,False,False
0.0925,0.0,False,0.09261666666666667,False,False,False
0.0889,0.0,False,0.09261666666666667,False,False,False
0.0913,0.0,False,0.09261666666666667,False,False,False
0.0883,0.0,False,0.09261666666666667,False,False,False
0.091,0.0,False,0.09261666666666667,False,False,False
0.0884,0.0,False,0.09261666666666667,False,False,False
0.0915,0.0,False,0.09261666666666667,False,False,False
0.0954,0.4,False,0.09261666666666667,False,False,False
0.0961,0.7,False,0.09261666666666667,False,False,False
0.0978,1.2,False,0.09261666666666667,False,True,False
0.102,1.2,False,0.09261666666666667,False,True,False
0.113,1.1,False,0.10159166666666668,False,True,False
0.109,0.6,False,0.10159166666666668,False,True,False
0.0997,0.3,False,0.10159166666666668,False,False,False
0.101,0.6,False,0.10159166666666668,False,False,False
0.0998,0.6,False,0.10159166666666668,False,False,False
0.102,0.5,False,0.10159166666666668,False,False,False
0.101,0.1,False,0.10159166666666668,False,False,False
0.0972,0.0,False,0.10159166666666668,False,False,False
0.101,0.0,False,0.10159166666666668,False,False,False
0.101,0.1,False,0.10159166666666668,False,False,False
0.0976,0.3,False,0.10159166666666668,False,False,False
0.0968,0.4,False,0.10159166666666668,False,False,False
0.0952,0.2,False,0.09168333333333334,False,False,False
0.0948,0.1,False,0.09168333333333334,False,False,False
0.0963,0.0,False,0.09168333333333334,False,True,False
0.0958,0.3,False,0.09168333333333334,False,False,False
0.0912,0.1,False,0.09168333333333334,False,False,False
0.091,0.2,False,0.09168333333333334,False,False,False
0.0879,0.2,False,0.09168333333333334,False,False,False
0.086,0.3,False,0.09168333333333334,False,False,False
0.0908,0.1,False,0.09168333333333334,False,False,False
0.0896,0.4,False,0.09168333333333334,False,False,False
0.0911,0.1,False,0.09168333333333334,False,False,False
0.0905,0.3,False,0.09168333333333334,False,False,False
0.0945,0.4,False,0.089775,False,True,False
0.0884,0.1,False,0.089775,False,False,False
0.0894,0.3,False,0.089775,False,False,False
0.0903,0.3,False,0.089775,False,False,False
0.0893,0.3,False,0.089775,False,False,False
0.0891,0.1,False,0.089775,False,False,False
0.0883,0.2,False,0.089775,False,False,False
0.0877,0.2,False,0.089775,False,False,False
0.0888,0.2,False,0.089775,False,False,False
0.0893,0.3,False,0.089775,False,False,False
0.0928,0.0,False,0.089775,False,False,False
0.0894,0.2,False,0.089775,False,False,False
0.0888,0.0,False,0.08991666666666666,False,False,False
0.0909,0.1,False,0.08991666666666666,False,False,False
0.0907,0.0,False,0.08991666666666666,False,False,False
0.0917,0.1,False,0.08991666666666666,False,False,False
0.0889,0.0,False,0.08991666666666666,False,False,False
0.0913,0.0,False,0.08991666666666666,False,False,False
0.0918,0.1,False,0.08991666666666666,False,False,False
0.0871,0.1,False,0.08991666666666666,False,False,False
0.09,0.2,False,0.08991666666666666,False,False,False
0.0897,0.2,False,0.08991666666666666,False,False,False
0.0872,0.0,False,0.08991666666666666,False,False,False
0.0909,0.2,False,0.08991666666666666,False,False,False
0.0926,0.3,False,0.09313333333333333,False,False,False
0.0903,0.2,False,0.09313333333333333,False,False,False
0.0964,0.2,False,0.09313333333333333,False,False,False
0.0933,0.1,False,0.09313333333333333,False,False,False
0.0938,0.1,False,0.09313333333333333,False,False,False
0.0929,0.2,False,0.09313333333333333,False,False,False
0.0946,0.1,False,0.09313333333333333,False,False,False
0.0974,0.1,False,0.09313333333333333,False,False,False
0.0906,0.1,False,0.09313333333333333,False,False,False
0.0946,0.0,False,0.09313333333333333,False,False,False
0.0924,0.1,False,0.09313333333333333,False,False,False
0.0887,0.1,False,0.09313333333333333,False,False,False
0.0922,0.2,False,0.09985,False,False,False
0.0971,0.6,False,0.09985,False,False,False
0.0954,0.9,False,0.09985,False,False,False
0.103,0.9,False,0.09985,False,False,False
0.104,2.2,False,0.09985,False,False,False
0.106,2.3,False,0.09985,False,True,False
0.102,1.3,False,0.09985,False,False,False
0.105,1.0,False,0.09985,False,True,False
0.103,0.7,False,0.09985,False,False,False
0.104,0.6,False,0.09985,False,False,False
0.0943,0.3,False,0.09985,False,False,False
0.0922,0.2,False,0.09985,False,False,False
0.0934,0.1,False,0.08997500000000001,False,False,False
0.0893,0.0,False,0.08997500000000001,False,False,False
0.0908,0.1,False,0.08997500000000001,False,False,False
0.0892,0.3,False,0.08997500000000001,False,False,False
0.0889,0.0,False,0.08997500000000001,False,False,False
0.0911,0.1,False,0.08997500000000001,False,False,False
0.0896,0.0,False,0.08997500000000001,False,False,False
0.0872,0.1,False,0.08997500000000001,False,False,False
0.0891,0.0,False,0.08997500000000001,False,False,False
0.0893,0.0,False,0.08997500000000001,False,False,False
0.0925,0.0,False,0.08997500000000001,False,False,False
0.0893,0.0,False,0.08997500000000001,False,False,False
0.0883,0.0,False,0.08877499999999999,False,False,False
0.0887,0.0,False,0.08877499999999999,False,False,False
0.0914,0.0,False,0.08877499999999999,False,False,False
0.0895,0.0,False,0.08877499999999999,False,False,False
0.0871,0.0,False,0.08877499999999999,False,False,False
0.0871,0.0,False,0.08877499999999999,False,False,False
0.0895,0.1,False,0.08877499999999999,False,False,False
0.0882,0.0,False,0.08877499999999999,False,False,False
0.0889,0.0,False,0.08877499999999999,False,False,False
0.09,0.0,False,0.08877499999999999,False,False,False
0.0863,0.0,False,0.08877499999999999,False,False,False
0.0903,0.0,False,0.08877499999999999,False,False,False
0.0868,0.0,False,0.08991666666666666,False,False,False
0.087,0.0,False,0.08991666666666666,False,False,False
0.0877,0.0,False,0.08991666666666666,False,False,False
0.0902,0.0,False,0.08991666666666666,False,False,False
0.0875,0.0,False,0.08991666666666666,False,False,False
0.0902,0.0,False,0.08991666666666666,False,False,False
0.0914,0.0,False,0.08991666666666666,False,False,False
0.0882,0.0,False,0.08991666666666666,False,False,False
0.0885,0.0,False,0.08991666666666666,False,False,False
0.0912,0.0,False,0.08991666666666666,False,False,False
0.0937,0.0,False,0.08991666666666666,False,False,False
0.0966,0.0,False,0.08991666666666666,False,True,False
0.0952,0.0,False,0.0924,False,False,False
0.102,0.0,False,0.0924,False,True,False
0.0977,0.0,False,0.0924,False,True,False
0.0974,0.0,False,0.0924,False,True,False
0.0933,0.0,False,0.0924,False,False,False
0.0928,0.0,False,0.0924,False,False,False
0.0888,0.0,False,0.0924,False,False,False
0.0903,0.0,False,0.0924,False,False,False
0.0865,0.1,False,0.0924,False,False,False
0.087,0.0,False,0.0924,False,False,False
0.0893,0.0,False,0.0924,False,False,False
0.0885,0.0,False,0.0924,False,False,False
0.089,0.0,False,0.09006666666666667,False,False,False
0.0878,0.0,False,0.09006666666666667,False,False,False
0.0915,0.0,False,0.09006666666666667,False,False,False
0.091,0.0,False,0.09006666666666667,False,False,False
0.0893,0.0,False,0.09006666666666667,False,False,False
0.0908,0.0,False,0.09006666666666667,False,False,False
0.0955,0.0,False,0.09006666666666667,False,True,False
0.0921,0.0,False,0.09006666666666667,False,False,False
0.0911,0.0,False,0.09006666666666667,False,False,False
0.0866,0.0,False,0.09006666666666667,False,False,False
0.0878,0.0,False,0.09006666666666667,False,False,False
0.0883,0.0,False,0.09006666666666667,False,False,False
0.0889,0.0,False,0.089625,False,False,False
0.0876,0.1,False,0.089625,False,False,False
0.092,0.0,False,0.089625,False,False,False
0.0921,0.0,False,0.089625,False,False,False
0.0933,0.0,False,0.089625,False,False,False
0.0908,0.0,False,0.089625,False,False,False
0.0901,0.0,False,0.089625,False,False,False
0.0871,0.0,False,0.089625,False,False,False
0.0877,0.0,False,0.089625,False,False,False
0.0876,0.0,False,0.089625,False,False,False
0.0877,0.0,False,0.089625,False,False,False
0.0906,0.0,False,0.089625,False,False,False
0.0869,0.0,False,0.0877,False,False,False
0.0889,0.0,False,0.0877,False,False,False
0.0887,0.0,False,0.0877,False,False,False
0.0861,0.0,False,0.0877,False,False,False
0.087,0.0,False,0.0877,False,False,False
0.0886,0.0,False,0.0877,False,False,False
0.0879,0.0,False,0.0877,False,False,False
0.0851,0.0,False,0.0877,False,False,False
0.0915,0.0,False,0.0877,False,False,False
0.0872,0.0,False,0.0877,False,False,False
0.0879,0.0,False,0.0877,False,False,False
0.0866,0.0,False,0.0877,False,False,False
0.088,0.0,False,0.08941666666666666,False,False,False
0.0873,0.0,False,0.08941666666666666,False,False,False
0.0902,0.0,False,0.08941666666666666,False,False,False
0.0907,0.0,False,0.08941666666666666,False,False,False
0.088,0.0,False,0.08941666666666666,False,False,False
0.0903,0.0,False,0.08941666666666666,False,False,False
0.0909,0.0,False,0.08941666666666666,False,False,False
0.0883,0.0,False,0.08941666666666666,False,False,False
0.0901,0.0,False,0.08941666666666666,False,False,False
0.0881,0.0,False,0.08941666666666666,False,False,False
0.0912,0.0,False,0.08941666666666666,False,False,False
0.0899,0.0,False,0.08941666666666666,False,False,False
0.09,0.0,False,0.08855833333333334,False,False,False
0.0881,0.0,False,0.08855833333333334,False,False,False
0.0875,0.0,False,0.08855833333333334,False,False,False
0.0883,0.0,False,0.08855833333333334,False,False,False
0.0884,0.0,False,0.08855833333333334,False,False,False
0.091,0.0,False,0.08855833333333334,False,False,False
0.0873,0.0,False,0.08855833333333334,False,False,False
0.0896,0.0,False,0.08855833333333334,False,False,False
0.0893,0.0,False,0.08855833333333334,False,False,False
0.0883,0.0,False,0.08855833333333334,False,False,False
0.089,0.0,False,0.08855833333333334,False,False,False
0.0859,0.0,False,0.08855833333333334,False,False,False
0.0898,0.0,False,0.088075,False,False,False
0.0888,0.0,False,0.088075,False,False,False
0.0895,0.0,False,0.088075,False,False,False
0.0879,0.0,False,0.088075,False,False,False
0.0868,0.0,False,0.088075,False,False,False
0.0881,0.0,False,0.088075,False,False,False
0.0835,0.0,False,0.088075,False,False,False
0.09,0.0,False,0.088075,False,False,False
0.0864,0.0,False,0.088075,False,False,False
0.09,0.0,False,0.088075,False,False,False
0.0891,0.0,False,0.088075,False,False,False
0.087,0.0,False,0.088075,False,False,False
0.0906,0.0,False,0.08979166666666666,False,False,False
0.088,0.0,False,0.08979166666666666,False,False,False
0.0884,0.0,False,0.08979166666666666,False,False,False
0.0892,0.0,False,0.08979166666666666,False,False,False
0.0898,0.0,False,0.08979166666666666,False,False,False
0.0895,0.0,False,0.08979166666666666,False,False,False
0.0905,0.0,False,0.08979166666666666,False,False,False
0.0917,0.0,False,0.08979166666666666,False,False,False
0.0919,0.0,False,0.08979166666666666,False,False,False
0.0897,0.0,False,0.08979166666666666,False,False,False
0.0901,0.0,False,0.08979166666666666,False,False,False
0.0881,0.0,False,0.08979166666666666,False,False,False
0.0924,0.0,False,0.08904166666666667,False,False,False
0.0853,0.0,False,0.08904166666666667,False,False,False
0.0871,0.0,False,0.08904166666666667,False,False,False
0.089,0.0,False,0.08904166666666667,False,False,False
0.0919,0.0,False,0.08904166666666667,False,False,False
0.0911,0.0,False,0.08904166666666667,False,False,False
0.088,0.0,False,0.08904166666666667,False,False,False
0.0877,0.0,False,0.08904166666666667,False,False,False
0.0915,0.0,False,0.08904166666666667,False,False,False
0.0883,0.0,False,0.08904166666666667,False,False,False
0.0888,0.0,False,0.08904166666666667,False,False,False
0.0874,0.0,False,0.08904166666666667,False,False,False
0.0875,0.0,False,0.08934166666666667,False,False,False
0.0881,0.0,False,0.08934166666666667,False,False,False
0.0925,0.0,False,0.08934166666666667,False,False,False
0.0902,0.0,False,0.08934166666666667,False,False,False
0.0892,0.0,False,0.08934166666666667,False,False,False
0.0886,0.0,False,0.08934166666666667,False,False,False
0.0909,0.0,False,0.08934166666666667,False,False,False
0.0906,0.0,False,0.08934166666666667,False,False,False
0.0877,0.0,False,0.08934166666666667,False,False,False
0.0889,0.0,False,0.08934166666666667,False,False,False
0.0874,0.0,False,0.08934166666666667,False,False,False
0.0905,0.0,False,0.08934166666666667,False,False,False
0.0866,0.0,False,0.08795833333333332,False,False,False
0.0897,0.0,False,0.08795833333333332,False,False,False
0.0852,0.0,False,0.08795833333333332,False,False,False
