Dose strength,Rain,Rain_Above_3,mean_12,Above_15_percent_mean_12h,Above_5_percent_mean_12h,slide_dose
0.0889,0.0,False,0.09108333333333334,False,False,False
0.0901,0.0,False,0.09108333333333334,False,False,False
0.0915,0.0,False,0.09108333333333334,False,False,False
0.0937,0.0,False,0.09108333333333334,False,False,False
0.0903,0.0,False,0.09108333333333334,False,False,False
0.0902,0.0,False,0.09108333333333334,False,False,False
0.0916,0.0,False,0.09108333333333334,False,False,False
0.0932,0.0,False,0.09108333333333334,False,False,False
0.0916,0.0,False,0.09108333333333334,False,False,False
0.0929,0.0,False,0.09108333333333334,False,False,False
0.088,0.0,False,0.09108333333333334,False,False,False
0.0919,0.0,False,0.0923,False,False,False
0.0928,0.0,False,0.0923,False,False,False
0.0922,0.0,False,0.0923,False,False,False
0.0924,0.0,False,0.0923,False,False,False
0.0933,0.4,False,0.0923,False,False,False
0.0956,0.0,False,0.0923,False,False,False
0.0904,0.0,False,0.0923,False,False,False
0.0946,0.0,False,0.0923,False,False,False
0.0943,0.0,False,0.0923,False,False,False
0.0889,0.0,False,0.0923,False,False,False
0.09,0.0,False,0.0923,False,False,False
0.0912,0.0,False,0.0923,False,False,False
0.0908,0.0,False,0.09104166666666667,False,False,False
0.0928,0.0,False,0.09104166666666667,False,False,False
0.0916,0.0,False,0.09104166666666667,False,False,False
0.0911,0.0,False,0.09104166666666667,False,False,False
0.0904,0.0,False,0.09104166666666667,False,False,False
0.0891,0.0,False,0.09104166666666667,False,False,False
0.0914,0.0,False,0.09104166666666667,False,False,False
0.0933,0.0,False,0.09104166666666667,False,False,False
0.091,0.0,False,0.09104166666666667,False,False,False
0.0924,0.0,False,0.09104166666666667,False,False,False
0.0886,0.0,False,0.09104166666666667,False,False,False
0.09,0.0,False,0.09104166666666667,False,False,False
0.0905,0.0,False,0.09143333333333332,False,False,False
0.0895,0.0,False,0.09143333333333332,False,False,False
0.0911,0.0,False,0.09143333333333332,False,False,False
0.0934,0.1,False,0.09143333333333332,False,False,False
0.0958,0.0,False,0.09143333333333332,False,False,False
0.0921,0.0,False,0.09143333333333332,False,False,False
0.0883,0.0,False,0.09143333333333332,False,False,False
0.0895,0.0,False,0.09143333333333332,False,False,False
0.0953,0.0,False,0.09143333333333332,False,False,False
0.0907,0.0,False,0.09143333333333332,False,False,False
0.0896,0.0,False,0.09143333333333332,False,False,False
0.0914,0.0,False,0.09143333333333332,False,False,False
0.0902,0.0,False,0.09206666666666667,False,False,False
0.0916,0.0,False,0.09206666666666667,False,False,False
0.0898,0.0,False,0.09206666666666667,False,False,False
0.0915,0.0,False,0.09206666666666667,False,False,False
0.0922,0.0,False,0.09206666666666667,False,False,False
0.0916,0.0,False,0.09206666666666667,False,False,False
0.0922,0.0,False,0.09206666666666667,False,False,False
0.0918,0.0,False,0.09206666666666667,False,False,False
0.0899,0.0,False,0.09206666666666667,False,False,False
0.0954,0.0,False,0.09206666666666667,False,False,False
0.0932,0.0,False,0.09206666666666667,False,False,False
0.0954,0.0,False,0.09206666666666667,False,False,False
0.0917,0.0,False,0.09015833333333334,False,False,False
0.0932,0.0,False,0.09015833333333334,False,False,False
0.0903,0.0,False,0.09015833333333334,False,False,False
0.0888,0.0,False,0.09015833333333334,False,False,False
0.0895,0.0,False,0.09015833333333334,False,False,False
0.0915,0.0,False,0.09015833333333334,False,False,False
0.0883,0.0,False,0.09015833333333334,False,False,False
0.0916,0.0,False,0.09015833333333334,False,False,False
0.0928,0.0,False,0.09015833333333334,False,False,False
0.0866,0.0,False,0.09015833333333334,False,False,False
0.089,0.0,False,0.09015833333333334,False,False,False
0.0886,0.0,False,0.09015833333333334,False,False,False
0.0934,0.0,False,0.09205,False,False,False
0.0917,0.0,False,0.09205,False,False,False
0.0929,0.0,False,0.09205,False,False,False
0.0926,0.0,False,0.09205,False,False,False
0.0903,0.0,False,0.09205,False,False,False
0.0928,0.0,False,0.09205,False,False,False
0.0903,0.0,False,0.09205,False,False,False
0.0921,0.0,False,0.09205,False,False,False
0.0923,0.0,False,0.09205,False,False,False
0.0901,0.0,False,0.09205,False,False,False
0.0936,0.0,False,0.09205,False,False,False
0.0925,0.0,False,0.09205,False,False,False
0.0922,0.0,False,0.09235,False,False,False
0.0917,0.0,False,0.09235,False,False,False
0.0947,0.0,False,0.09235,False,False,False
0.0909,0.0,False,0.09235,False,False,False
0.0912,0.0,False,0.09235,False,False,False
0.0933,0.0,False,0.09235,False,False,False
0.0941,0.0,False,0.09235,False,False,False
0.0925,0.0,False,0.09235,False,False,False
0.0919,0.0,False,0.09235,False,False,False
0.0925,0.0,False,0.09235,False,False,False
0.092,0.0,False,0.09235,False,False,False
0.0912,0.0,False,0.09235,False,False,False
0.0914,0.0,False,0.09329166666666666,False,False,False
0.0933,0.0,False,0.09329166666666666,False,False,False
0.0949,0.0,False,0.09329166666666666,False,False,False
0.0956,0.0,False,0.09329166666666666,False,False,False
0.0962,0.0,False,0.09329166666666666,False,False,False
0.0905,0.0,False,0.09329166666666666,False,False,False
0.0961,0.0,False,0.09329166666666666,False,False,False
0.0945,0.0,False,0.09329166666666666,False,False,False
0.0892,0.0,False,0.09329166666666666,False,False,False
0.093,0.0,False,0.09329166666666666,False,False,False
0.0923,0.0,False,0.09329166666666666,False,False,False
0.0925,0.0,False,0.09329166666666666,False,False,False
0.0926,0.0,False,0.09225,False,False,False
0.0925,0.0,False,0.09225,False,False,False
0.0932,0.0,False,0.09225,False,False,False
0.0945,0.0,False,0.09225,False,False,False
0.0942,0.0,False,0.09225,False,False,False
0.0911,0.0,False,0.09225,False,False,False
0.0907,0.0,False,0.09225,False,False,False
0.0913,0.0,False,0.09225,False,False,False
0.0904,0.0,False,0.09225,False,False,False
0.0927,0.0,False,0.09225,False,False,False
0.0959,0.0,False,0.09225,False,False,False
0.0879,0.0,False,0.09225,False,False,False
0.0909,0.0,False,0.092575,False,False,False
0.0907,0.0,False,0.092575,False,False,False
0.0945,0.0,False,0.092575,False,False,False
0.0918,0.0,False,0.092575,False,False,False
0.0934,0.0,False,0.092575,False,False,False
0.093,0.0,False,0.092575,False,False,False
0.0933,0.0,False,0.092575,False,False,False
0.0922,0.0,False,0.092575,False,False,False
0.0931,0.0,False,0.092575,False,False,False
0.0914,0.0,False,0.092575,False,False,False
0.0945,0.0,False,0.092575,False,False,False
0.0921,0.0,False,0.092575,False,False,False
0.0895,0.0,False,0.09390833333333333,False,False,False
0.0915,0.0,False,0.09390833333333333,False,False,False
0.0947,0.0,False,0.09390833333333333,False,False,False
0.0941,0.0,False,0.09390833333333333,False,False,False
0.095,0.0,False,0.09390833333333333,False,False,False
0.0943,0.0,False,0.09390833333333333,False,False,False
0.097,0.0,False,0.09390833333333333,False,False,False
0.0927,0.0,False,0.09390833333333333,False,False,False
0.0933,0.0,False,0.09390833333333333,False,False,False
0.0966,0.0,False,0.09390833333333333,False,False,False
0.0947,0.0,False,0.09390833333333333,False,False,False
0.0935,0.0,False,0.09390833333333333,False,False,False
0.0919,0.0,False,0.09314166666666666,False,False,False
0.093,0.0,False,0.09314166666666666,False,False,False
0.094,0.0,False,0.09314166666666666,False,False,False
0.0926,0.0,False,0.09314166666666666,False,False,False
0.0929,0.0,False,0.09314166666666666,False,False,False
0.0932,0.0,False,0.09314166666666666,False,False,False
0.0919,0.0,False,0.09314166666666666,False,False,False
0.0943,0.0,False,0.09314166666666666,False,False,False
0.094,0.0,False,0.09314166666666666,False,False,False
0.0945,0.0,False,0.09314166666666666,False,False,False
0.094,0.0,False,0.09314166666666666,False,False,False
0.0914,0.0,False,0.09314166666666666,False,False,False
0.0906,0.0,False,0.09320833333333334,False,False,False
0.0918,0.0,False,0.09320833333333334,False,False,False
0.0959,0.0,False,0.09320833333333334,False,False,False
0.0937,0.0,False,0.09320833333333334,False,False,False
0.0935,0.0,False,0.09320833333333334,False,False,False
0.0949,0.0,False,0.09320833333333334,False,False,False
0.0946,0.0,False,0.09320833333333334,False,False,False
0.0951,0.0,False,0.09320833333333334,False,False,False
0.0924,0.0,False,0.09320833333333334,False,False,False
0.0929,0.0,False,0.09320833333333334,False,False,False
0.0909,0.0,False,0.09320833333333334,False,False,False
0.0922,0.0,False,0.09320833333333334,False,False,False
0.0931,0.0,False,0.09300000000000001,False,False,False
0.0913,0.0,False,0.09300000000000001,False,False,False
0.0926,0.0,False,0.09300000000000001,False,False,False
0.0941,0.0,False,0.09300000000000001,False,False,False
0.0921,0.0,False,0.09300000000000001,False,False,False
0.0927,0.0,False,0.09300000000000001,False,False,False
0.0929,0.0,False,0.09300000000000001,False,False,False
0.0934,0.0,False,0.09300000000000001,False,False,False
0.0889,0.0,False,0.09300000000000001,False,False,False
0.0926,0.0,False,0.09300000000000001,False,False,False
0.0966,0.0,False,0.09300000000000001,False,False,False
0.0957,0.0,False,0.09300000000000001,False,False,False
0.0951,0.0,False,0.09351666666666668,False,False,False
0.0927,0.0,False,0.09351666666666668,False,False,False
0.0911,0.0,False,0.09351666666666668,False,False,False
0.0921,0.0,False,0.09351666666666668,False,False,False
0.0946,0.0,False,0.09351666666666668,False,False,False
0.0945,0.0,False,0.09351666666666668,False,False,False
0.0933,0.0,False,0.09351666666666668,False,False,False
0.0968,0.0,False,0.09351666666666668,False,False,False
0.0941,0.0,False,0.09351666666666668,False,False,False
0.0942,0.0,False,0.09351666666666668,False,False,False
0.0911,0.0,False,0.09351666666666668,False,False,False
0.0926,0.0,False,0.09351666666666668,False,False,False
0.0923,0.0,False,0.09335833333333333,False,False,False
0.0938,0.0,False,0.09335833333333333,False,False,False
0.0954,0.0,False,0.09335833333333333,False,False,False
0.0957,0.0,False,0.09335833333333333,False,False,False
0.0936,0.0,False,0.09335833333333333,False,False,False
0.0915,0.0,False,0.09335833333333333,False,False,False
0.0962,0.0,False,0.09335833333333333,False,False,False
0.0942,0.0,False,0.09335833333333333,False,False,False
0.0925,0.0,False,0.09335833333333333,False,False,False
0.093,0.0,False,0.09335833333333333,False,False,False
0.0901,0.0,False,0.09335833333333333,False,False,False
0.092,0.0,False,0.09335833333333333,False,False,False
0.0916,0.0,False,0.09425833333333333,False,False,False
0.0927,0.0,False,0.09425833333333333,False,False,False
0.0929,0.0,False,0.09425833333333333,False,False,False
0.0932,0.0,False,0.09425833333333333,False,False,False
0.0937,0.0,False,0.09425833333333333,False,False,False
0.0939,0.0,False,0.09425833333333333,False,False,False
0.0918,0.0,False,0.09425833333333333,False,False,False
0.0941,0.0,False,0.09425833333333333,False,False,False
0.0948,0.0,False,0.09425833333333333,False,False,False
0.0938,0.0,False,0.09425833333333333,False,False,False
0.0946,0.1,False,0.09425833333333333,False,False,False
0.104,1.1,False,0.09425833333333333,False,True,False
0.113,1.3,True,0.12516666666666668,False,False,False
0.13,3.6,True,0.12516666666666668,False,False,False
0.152,3.3,True,0.12516666666666668,True,True,True
0.143,3.0,True,0.12516666666666668,False,True,True
0.141,1.7,False,0.12516666666666668,False,True,True
0.136,2.7,False,0.12516666666666668,False,True,True
0.132,1.7,False,0.12516666666666668,False,True,True
0.124,0.2,False,0.12516666666666668,False,False,False
0.105,0.2,False,0.12516666666666668,False,False,False
0.107,0.5,False,0.12516666666666668,False,False,False
0.113,1.3,False,0.12516666666666668,False,False,False
0.106,0.1,False,0.12516666666666668,False,False,False
0.128,1.7,False,0.11434166666666667,False,True,False
0.122,0.7,False,0.11434166666666667,False,True,False
0.115,0.6,False,0.11434166666666667,False,False,False
0.111,0.6,False,0.11434166666666667,False,False,False
0.119,2.3,False,0.11434166666666667,False,False,False
0.124,1.3,True,0.11434166666666667,False,True,False
0.124,3.5,True,0.11434166666666667,False,True,False
0.124,2.4,True,0.11434166666666667,False,True,False
0.118,0.6,False,0.11434166666666667,False,False,False
0.1,0.1,False,0.11434166666666667,False,False,False
0.0954,0.0,False,0.11434166666666667,False,False,False
0.0917,0.0,False,0.11434166666666667,False,False,False
0.0899,0.0,False,0.09165000000000001,False,False,False
0.0916,0.0,False,0.09165000000000001,False,False,False
0.0905,0.0,False,0.09165000000000001,False,False,False
0.09,0.0,False,0.09165000000000001,False,False,False
0.0914,0.0,False,0.09165000000000001,False,False,False
0.0917,0.0,False,0.09165000000000001,False,False,False
0.0927,0.0,False,0.09165000000000001,False,False,False
0.0889,0.0,False,0.09165000000000001,False,False,False
0.0941,0.0,False,0.09165000000000001,False,False,False
0.0902,0.0,False,0.09165000000000001,False,False,False
0.0948,0.0,False,0.09165000000000001,False,False,False
0.094,0.0,False,0.09165000000000001,False,False,False
0.0915,0.0,False,0.09176666666666666,False,False,False
0.0929,0.0,False,0.09176666666666666,False,False,False
0.0887,0.0,False,0.09176666666666666,False,False,False
0.0927,0.0,False,0.09176666666666666,False,False,False
0.0926,0.0,False,0.09176666666666666,False,False,False
0.0913,0.0,False,0.09176666666666666,False,False,False
0.0917,0.0,False,0.09176666666666666,False,False,False
0.091,0.0,False,0.09176666666666666,False,False,False
0.0924,0.0,False,0.09176666666666666,False,False,False
0.0935,0.0,False,0.09176666666666666,False,False,False
0.0923,0.0,False,0.09176666666666666,False,False,False
0.0906,0.0,False,0.09176666666666666,False,False,False
0.0898,0.6,False,0.09339166666666666,False,False,False
0.0945,1.0,False,0.09339166666666666,False,False,False
0.0955,0.6,False,0.09339166666666666,False,False,False
0.0953,0.2,False,0.09339166666666666,False,False,False
0.0947,0.2,False,0.09339166666666666,False,False,False
0.0984,0.2,False,0.09339166666666666,False,True,False
0.0936,0.1,False,0.09339166666666666,False,False,False
0.0927,0.0,False,0.09339166666666666,False,False,False
0.0918,0.0,False,0.09339166666666666,False,False,False
0.0902,0.0,False,0.09339166666666666,False,False,False
0.0925,0.1,False,0.09339166666666666,False,False,False
0.0917,0.0,False,0.09339166666666666,False,False,False
0.0925,0.0,False,0.09406666666666667,False,False,False
0.0915,0.0,False,0.09406666666666667,False,False,False
0.0913,0.0,False,0.09406666666666667,False,False,False
0.0888,0.0,False,0.09406666666666667,False,False,False
0.0924,0.0,False,0.09406666666666667,False,False,False
0.0929,0.0,False,0.09406666666666667,False,False,False
0.0918,0.0,False,0.09406666666666667,False,False,False
0.0918,0.0,False,0.09406666666666667,False,False,False
0.0936,0.1,False,0.09406666666666667,False,False,False
0.106,0.8,False,0.09406666666666667,False,True,False
0.102,0.0,False,0.09406666666666667,False,True,False
0.0942,0.0,False,0.09406666666666667,False,False,False
0.0959,0.0,False,0.0962,False,False,False
0.102,1.8,False,0.0962,False,True,False
0.102,0.3,False,0.0962,False,True,False
0.098,0.2,False,0.0962,False,False,False
0.103,0.2,False,0.0962,False,True,False
0.0959,0.1,False,0.0962,False,False,False
0.0929,0.0,False,0.0962,False,False,False
0.0927,0.0,False,0.0962,False,False,False
0.0907,0.0,False,0.0962,False,False,False
0.0944,0.1,False,0.0962,False,False,False
0.0916,0.0,False,0.0962,False,False,False
0.0953,0.1,False,0.0962,False,False,False
0.0968,0.2,False,0.09264166666666666,False,False,False
0.0956,0.4,False,0.09264166666666666,False,False,False
0.0954,0.1,False,0.09264166666666666,False,False,False
0.0937,0.0,False,0.09264166666666666,False,False,False
0.0908,0.0,False,0.09264166666666666,False,False,False
0.0927,0.1,False,0.09264166666666666,False,False,False
0.0912,0.0,False,0.09264166666666666,False,False,False
0.0915,0.0,False,0.09264166666666666,False,False,False
0.0911,0.0,False,0.09264166666666666,False,False,False
0.0901,0.0,False,0.09264166666666666,False,False,False
0.0923,0.0,False,0.09264166666666666,False,False,False
0.0905,0.0,False,0.09264166666666666,False,False,False
0.0909,0.2,False,0.09273333333333333,False,False,False
0.0929,0.1,False,0.09273333333333333,False,False,False
0.0952,0.0,False,0.09273333333333333,False,False,False
0.0929,0.4,False,0.09273333333333333,False,False,False
0.0932,0.3,False,0.09273333333333333,False,False,False
0.0935,0.0,False,0.09273333333333333,False,False,False
0.094,0.0,False,0.09273333333333333,False,False,False
0.0935,0.4,False,0.09273333333333333,False,False,False
0.0931,0.0,False,0.09273333333333333,False,False,False
0.0891,0.0,False,0.09273333333333333,False,False,False
0.0924,0.0,False,0.09273333333333333,False,False,False
0.0921,0.0,False,0.09273333333333333,False,False,False
0.0915,0.0,False,0.09470833333333334,False,False,False
0.0963,0.0,False,0.09470833333333334,False,False,False
0.0928,0.0,False,0.09470833333333334,False,False,False
0.0922,0.0,False,0.09470833333333334,False,False,False
0.0918,0.0,False,0.09470833333333334,False,False,False
0.0953,0.0,False,0.09470833333333334,False,False,False
0.0929,0.0,False,0.09470833333333334,False,False,False
0.0929,0.0,False,0.09470833333333334,False,False,False
0.0934,0.1,False,0.09470833333333334,False,False,False
0.0964,0.3,False,0.09470833333333334,False,False,False
0.101,0.2,False,0.09470833333333334,False,True,False
0.1,0.2,False,0.09470833333333334,False,True,False
0.0976,0.4,False,0.10099999999999999,False,False,False
0.102,0.3,False,0.10099999999999999,False,False,False
0.0989,0.8,False,0.10099999999999999,False,False,False
0.108,0.5,False,0.10099999999999999,False,True,False
0.106,0.3,False,0.10099999999999999,False,False,False
0.103,0.3,False,0.10099999999999999,False,False,False
0.105,0.3,False,0.10099999999999999,False,False,False
0.098,0.3,False,0.10099999999999999,False,False,False
0.0993,0.0,False,0.10099999999999999,False,False,False
0.0945,0.2,False,0.10099999999999999,False,False,False
0.102,0.2,False,0.10099999999999999,False,False,False
0.0977,0.1,False,0.10099999999999999,False,False,False
0.0953,0.0,False,0.09496666666666666,False,False,False
0.1,0.3,False,0.09496666666666666,False,True,False
0.104,0.2,False,0.09496666666666666,False,True,False
0.0973,0.1,False,0.09496666666666666,False,False,False
0.0947,0.0,False,0.09496666666666666,False,False,False
0.0917,0.0,False,0.09496666666666666,False,False,False
0.0929,0.0,False,0.09496666666666666,False,False,False
0.0975,0.1,False,0.09496666666666666,False,False,False
0.0971,0.0,False,0.09496666666666666,False,False,False
0.0908,0.1,False,0.09496666666666666,False,False,False
0.0886,0.0,False,0.09496666666666666,False,False,False
0.0897,0.0,False,0.09496666666666666,False,False,False
0.0951,0.0,False,0.09550833333333332,False,False,False
0.0932,0.0,False,0.09550833333333332,False,False,False
0.0948,0.0,False,0.09550833333333332,False,False,False
0.0926,0.0,False,0.09550833333333332,False,False,False
0.0954,0.0,False,0.09550833333333332,False,False,False
0.0986,0.1,False,0.09550833333333332,False,False,False
0.0962,0.1,False,0.09550833333333332,False,False,False
0.0988,0.1,False,0.09550833333333332,False,False,False
0.0928,0.0,False,0.09550833333333332,False,False,False
0.0959,0.0,False,0.09550833333333332,False,False,False
0.0917,0.1,False,0.09550833333333332,False,False,False
0.101,0.2,False,0.09550833333333332,False,True,False
0.107,0.3,False,0.10099166666666666,False,True,False
0.101,0.0,False,0.10099166666666666,False,False,False
0.0948,0.1,False,0.10099166666666666,False,False,False
0.0906,0.0,False,0.10099166666666666,False,False,False
0.0938,0.2,False,0.10099166666666666,False,False,False
0.0956,0.3,False,0.10099166666666666,False,False,False
0.0964,0.2,False,0.10099166666666666,False,False,False
0.0947,0.4,False,0.10099166666666666,False,False,False
0.106,1.0,False,0.10099166666666666,False,False,False
0.113,1.2,False,0.10099166666666666,False,True,False
0.11,1.3,False,0.10099166666666666,False,True,False
0.109,1.2,False,0.10099166666666666,False,True,False
0.104,0.9,False,0.09308333333333334,False,True,False
0.102,0.3,False,0.09308333333333334,False,True,False
0.0959,0.1,False,0.09308333333333334,False,False,False
0.0903,0.1,False,0.09308333333333334,False,False,False
0.0928,0.2,False,0.09308333333333334,False,False,False
0.0933,0.0,False,0.09308333333333334,False,False,False
0.09,0.0,False,0.09308333333333334,False,False,False
0.0889,0.0,False,0.09308333333333334,False,False,False
0.0884,0.0,False,0.09308333333333334,False,False,False
0.0915,0.0,False,0.09308333333333334,False,False,False
0.0911,0.0,False,0.09308333333333334,False,False,False
0.0888,0.0,False,0.09308333333333334,False,False,False
0.089,0.0,False,0.09089166666666666,False,False,False
0.0898,0.0,False,0.09089166666666666,False,False,False
0.0926,0.0,False,0.09089166666666666,False,False,False
0.0896,0.0,False,0.09089166666666666,False,False,False
0.09,0.0,False,0.09089166666666666,False,False,False
0.0917,0.0,False,0.09089166666666666,False,False,False
0.0936,0.0,False,0.09089166666666666,False,False,False
0.0916,0.0,False,0.09089166666666666,False,False,False
0.0905,0.0,False,0.09089166666666666,False,False,False
0.0903,0.0,False,0.09089166666666666,False,False,False
0.0898,0.0,False,0.09089166666666666,False,False,False
0.0922,0.0,False,0.09089166666666666,False,False,False
0.089,0.0,False,0.090125,False,False,False
0.0931,0.0,False,0.090125,False,False,False
0.089,0.0,False,0.090125,False,False,False
0.0876,0.0,False,0.090125,False,False,False
0.0929,0.0,False,0.090125,False,False,False
0.0914,0.0,False,0.090125,False,False,False
0.0914,0.0,False,0.090125,False,False,False
0.0886,0.0,False,0.090125,False,False,False
0.0885,0.0,False,0.090125,False,False,False
0.0897,0.0,False,0.090125,False,False,False
0.09,0.0,False,0.090125,False,False,False
0.0903,0.0,False,0.090125,False,False,False
0.0924,0.0,False,0.09165833333333334,False,False,False
0.0902,0.0,False,0.09165833333333334,False,False,False
0.0939,0.0,False,0.09165833333333334,False,False,False
0.0923,0.0,False,0.09165833333333334,False,False,False
0.0922,0.0,False,0.09165833333333334,False,False,False
0.091,0.0,False,0.09165833333333334,False,False,False
0.0932,0.0,False,0.09165833333333334,False,False,False
0.0924,0.0,False,0.09165833333333334,False,False,False
0.0916,0.0,False,0.09165833333333334,False,False,False
0.092,0.0,False,0.09165833333333334,False,False,False
0.0879,0.0,False,0.09165833333333334,False,False,False
0.0908,0.0,False,0.09165833333333334,False,False,False
0.0896,0.0,False,0.09108333333333334,False,False,False
0.0916,0.0,False,0.09108333333333334,False,False,False
0.0918,0.0,False,0.09108333333333334,False,False,False
0.0893,0.0,False,0.09108333333333334,False,False,False
0.0901,0.0,False,0.09108333333333334,False,False,False
0.0905,0.0,False,0.09108333333333334,False,False,False
0.0923,0.0,False,0.09108333333333334,False,False,False
0.0931,0.0,False,0.09108333333333334,False,False,False
0.0896,0.0,False,0.09108333333333334,False,False,False
0.0913,0.0,False,0.09108333333333334,False,False,False
0.0932,0.0,False,0.09108333333333334,False,False,False
0.0906,0.0,False,0.09108333333333334,False,False,False
0.0908,0.0,False,0.091775,False,False,False
0.091,0.0,False,0.091775,False,False,False
0.0922,0.0,False,0.091775,False,False,False
0.0933,0.0,False,0.091775,False,False,False
0.0917,0.0,False,0.091775,False,False,False
0.0913,0.0,False,0.091775,False,False,False
0.0894,0.0,False,0.091775,False,False,False
0.0935,0.0,False,0.091775,False,False,False
0.0932,0.0,False,0.091775,False,False,False
0.0906,0.0,False,0.091775,False,False,False
0.0907,0.0,False,0.091775,False,False,False
0.0936,0.0,False,0.091775,False,False,False
0.0909,0.0,False,0.09526666666666667,False,False,False
0.092,0.0,False,0.09526666666666667,False,False,False
0.0897,0.0,False,0.09526666666666667,False,False,False
0.0887,0.0,False,0.09526666666666667,False,False,False
0.0936,0.0,False,0.09526666666666667,False,False,False
0.098,1.4,False,0.09526666666666667,False,False,False
0.102,1.2,False,0.09526666666666667,False,True,False
0.0992,2.7,False,0.09526666666666667,False,False,False
0.103,0.6,False,0.09526666666666667,False,True,False
0.0978,0.2,False,0.09526666666666667,False,False,False
0.0948,0.3,False,0.09526666666666667,False,False,False
0.0935,0.2,False,0.09526666666666667,False,False,False
0.0968,0.3,False,0.09124166666666667,False,True,False
0.0941,0.0,False,0.09124166666666667,False,False,False
0.0919,0.0,False,0.09124166666666667,False,False,False
0.0925,0.0,False,0.09124166666666667,False,False,False
0.09,0.0,False,0.09124166666666667,False,False,False
0.091,0.0,False,0.09124166666666667,False,False,False
0.0895,0.0,False,0.09124166666666667,False,False,False
0.091,0.0,False,0.09124166666666667,False,False,False
0.0906,0.0,False,0.09124166666666667,False,False,False
0.0899,0.0,False,0.09124166666666667,False,False,False
0.0883,0.0,False,0.09124166666666667,False,False,False
0.0893,0.0,False,0.09124166666666667,False,False,False
0.0909,0.0,False,0.08995833333333332,False,False,False
0.0896,0.0,False,0.08995833333333332,False,False,False
0.0885,0.0,False,0.08995833333333332,False,False,False
0.0912,0.0,False,0.08995833333333332,False,False,False
0.0893,0.0,False,0.08995833333333332,False,False,False
0.0878,0.0,False,0.08995833333333332,False,False,False
0.0905,0.0,False,0.08995833333333332,False,False,False
0.0909,0.0,False,0.08995833333333332,False,False,False
0.0914,0.0,False,0.08995833333333332,False,False,False
0.0893,0.0,False,0.08995833333333332,False,False,False
0.0894,0.0,False,0.08995833333333332,False,False,False
0.0907,0.0,False,0.08995833333333332,False,False,False
0.0919,0.0,False,0.09014166666666666,False,False,False
0.0892,0.0,False,0.09014166666666666,False,False,False
0.0914,0.0,False,0.09014166666666666,False,False,False
0.087,0.0,False,0.09014166666666666,False,False,False
0.0904,0.0,False,0.09014166666666666,False,False,False
0.0919,0.0,False,0.09014166666666666,False,False,False
0.0894,0.0,False,0.09014166666666666,False,False,False
0.0908,0.0,False,0.09014166666666666,False,False,False
0.0909,0.0,False,0.09014166666666666,False,False,False
0.0895,0.0,False,0.09014166666666666,False,False,False
0.0886,0.0,False,0.09014166666666666,False,False,False
0.0907,0.0,False,0.09014166666666666,False,False,False
0.0893,0.0,False,0.08938333333333333,False,False,False
0.0898,0.0,False,0.08938333333333333,False,False,False
0.0897,0.0,False,0.08938333333333333,False,False,False
0.0862,0.0,False,0.08938333333333333,False,False,False
0.0847,0.0,False,0.08938333333333333,False,False,False
0.0895,0.0,False,0.08938333333333333,False,False,False
0.0913,0.0,False,0.08938333333333333,False,False,False
0.091,0.0,False,0.08938333333333333,False,False,False
0.0935,0.0,False,0.08938333333333333,False,False,False
0.0875,0.0,False,0.08938333333333333,False,False,False
0.0906,0.0,False,0.08938333333333333,False,False,False
0.0895,0.0,False,0.08938333333333333,False,False,False
0.0893,0.0,False,0.09115833333333334,False,False,False
0.0896,0.0,False,0.09115833333333334,False,False,False
0.0896,0.0,False,0.09115833333333334,False,False,False
0.0927,0.0,False,0.09115833333333334,False,False,False
0.0924,0.0,False,0.09115833333333334,False,False,False
0.0912,0.0,False,0.09115833333333334,False,False,False
0.0919,0.0,False,0.09115833333333334,False,False,False
0.0918,0.0,False,0.09115833333333334,False,False,False
0.0919,0.0,False,0.09115833333333334,False,False,False
0.091,0.0,False,0.09115833333333334,False,False,False
0.0903,0.0,False,0.09115833333333334,False,False,False
0.0922,0.0,False,0.09115833333333334,False,False,False
0.0929,0.0,False,0.09269166666666667,False,False,False
0.0897,0.0,False,0.09269166666666667,False,False,False
0.0932,0.0,False,0.09269166666666667,False,False,False
0.0932,0.0,False,0.09269166666666667,False,False,False
0.0917,0.0,False,0.09269166666666667,False,False,False
0.0933,0.0,False,0.09269166666666667,False,False,False
0.0923,0.0,False,0.09269166666666667,False,False,False
0.0913,0.0,False,0.09269166666666667,False,False,False
0.0948,0.0,False,0.09269166666666667,False,False,False
0.0937,0.0,False,0.09269166666666667,False,False,False
0.0921,0.0,False,0.09269166666666667,False,False,False
0.0941,0.1,False,0.09269166666666667,False,False,False
0.0949,0.0,False,0.093875,False,False,False
0.0947,0.0,False,0.093875,False,False,False
0.0953,0.0,False,0.093875,False,False,False
0.0966,0.0,False,0.093875,False,False,False
0.0937,0.0,False,0.093875,False,False,False
0.0959,0.0,False,0.093875,False,False,False
0.0926,0.0,False,0.093875,False,False,False
0.0895,0.0,False,0.093875,False,False,False
0.0946,0.0,False,0.093875,False,False,False
0.0947,0.0,False,0.093875,False,False,False
0.0913,0.0,False,0.093875,False,False,False
0.0927,0.0,False,0.093875,False,False,False
0.0924,0.0,False,0.09545833333333333,False,False,False
0.092,0.0,False,0.09545833333333333,False,False,False
0.0961,0.0,False,0.09545833333333333,False,False,False
0.0964,0.0,False,0.09545833333333333,False,False,False
0.0939,0.0,False,0.09545833333333333,False,False,False
